C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\center_2021_04_11_19_37_14_800.jpg, C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\left_2021_04_11_19_37_14_800.jpg, C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\right_2021_04_11_19_37_14_800.jpg, 0, 0, 0, 7.855951E-05
C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\center_2021_04_11_19_37_14_905.jpg, C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\left_2021_04_11_19_37_14_905.jpg, C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\right_2021_04_11_19_37_14_905.jpg, 0, 0, 0, 7.817199E-05
C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\center_2021_04_11_19_37_15_004.jpg, C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\left_2021_04_11_19_37_15_004.jpg, C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\right_2021_04_11_19_37_15_004.jpg, 0, 0, 0, 7.890901E-05
C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\center_2021_04_11_19_37_15_108.jpg, C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\left_2021_04_11_19_37_15_108.jpg, C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\right_2021_04_11_19_37_15_108.jpg, 0, 0, 0, 7.781308E-05
C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\center_2021_04_11_19_37_15_209.jpg, C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\left_2021_04_11_19_37_15_209.jpg, C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\right_2021_04_11_19_37_15_209.jpg, 0, 0, 0, 7.825458E-05
C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\center_2021_04_11_19_37_15_313.jpg, C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\left_2021_04_11_19_37_15_313.jpg, C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\right_2021_04_11_19_37_15_313.jpg, 0, 0, 0, 7.839413E-05
C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\center_2021_04_11_19_37_15_416.jpg, C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\left_2021_04_11_19_37_15_416.jpg, C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\right_2021_04_11_19_37_15_416.jpg, 0, 0, 0, 7.838436E-05
C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\center_2021_04_11_19_37_15_517.jpg, C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\left_2021_04_11_19_37_15_517.jpg, C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\right_2021_04_11_19_37_15_517.jpg, 0, 0, 0, 7.818773E-05
C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\center_2021_04_11_19_37_15_618.jpg, C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\left_2021_04_11_19_37_15_618.jpg, C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\right_2021_04_11_19_37_15_618.jpg, 0, 0, 0, 8.320076E-05
C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\center_2021_04_11_19_37_15_720.jpg, C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\left_2021_04_11_19_37_15_720.jpg, C:\Users\gentl\Desktop\Python\Self-Driving_DeepLearning\Self-Driving\Data\IMG\right_2021_04_11_19_37_15_720.jpg, 0, 0, 0, 7.86596E-05
